SampleID,SubjectID,Cluster,emb_0,emb_1,emb_2,emb_3,emb_4,emb_5,emb_6,emb_7,emb_8,emb_9,emb_10,emb_11,emb_12,emb_13,emb_14,emb_15,emb_16,emb_17,emb_18,emb_19,emb_20,emb_21,emb_22,emb_23,emb_24,emb_25,emb_26,emb_27,emb_28,emb_29,emb_30,emb_31,emb_32,emb_33,emb_34,emb_35,emb_36,emb_37,emb_38,emb_39,emb_40,emb_41,emb_42,emb_43,emb_44,emb_45,emb_46,emb_47,emb_48,emb_49,emb_50,emb_51,emb_52,emb_53,emb_54,emb_55,emb_56,emb_57,emb_58,emb_59,emb_60,emb_61,emb_62,emb_63
Sample_GSOOHV,Subject_TQDMSG,21,6.3845773,11.27552,1.9984359,5.7239146,1.3874148,9.523682,5.898892,5.0800524,5.595104,6.5566893,5.1375074,5.133683,4.816261,5.105217,5.2635794,4.6668205,4.1311746,3.6232114,5.491301,6.792425,4.710338,4.8599863,6.4916115,4.8643594,4.8019714,5.351233,4.943685,5.076533,5.2636027,4.472739,5.0450478,4.9737797,4.8854733,5.0549083,5.653005,4.8896365,5.0904713,4.7023444,5.039093,4.5076666,4.7626925,4.8488603,5.450081,4.4448915,5.4368887,5.0924745,4.90911,4.98314,4.6865516,5.346785,4.818955,5.5824203,5.3108706,4.745444,4.653987,5.020571,4.756179,4.60211,5.28033,5.027488,4.739657,5.0841966,5.1737247,5.540241
Sample_ZFWNLW,Subject_TQDMSG,13,5.8961816,14.013653,3.2376847,5.260555,10.990782,5.2124567,8.5017605,5.7923775,5.722827,6.4659114,3.783661,5.051949,5.700414,4.6201897,4.5973067,4.9772115,4.122555,5.447637,5.55484,4.859433,4.7332907,5.233348,5.0370703,5.39423,5.162983,4.6078305,4.7552366,5.1098237,5.2261596,4.809904,5.007902,4.8572288,4.8096633,5.0575385,4.4437785,4.4580235,4.3018374,5.689251,4.813626,5.3065596,4.706843,5.3308334,4.777282,5.5825887,5.3865986,5.3051786,5.27347,4.4029393,4.958064,5.216843,4.9021206,4.409853,5.140532,4.791265,4.845403,4.9416227,5.1042223,5.20393,4.9500623,4.7317305,4.716525,5.1434684,5.177002,4.5823436
Sample_ZFWNLW,Subject_TQDMSG,8,-5.9144936,1.8421406,4.738178,5.0607977,4.8747644,5.4379086,4.771335,4.785976,4.9406466,5.580433,5.950751,4.949537,5.0513678,5.0969114,4.707624,4.94272,4.907714,5.283232,5.561244,4.7737556,5.1951976,5.1642056,4.948598,5.0582185,5.4181743,4.932977,5.170924,4.757475,5.1051373,5.0544195,4.7117925,5.0066094,4.6012816,4.5463147,5.157138,4.7851286,5.198631,4.7531614,5.2634425,4.7653656,4.8910723,4.9308352,4.5110974,4.8944182,5.090083,5.154116,4.993671,4.9682612,5.3051715,5.1016583,5.0064344,4.7189503,4.982595,4.6849027,4.902475,4.9623933,4.8785396,5.2668366,5.163881,4.832722,4.9991794,4.5363255,5.1927037,4.87822
Sample_ZFWNLW,Subject_TQDMSG,11,-1.6590892,11.778004,5.6591077,7.1360235,4.7745547,4.529641,5.0190597,7.5966845,5.2339664,4.7273946,4.534614,2.5695562,5.183196,5.6349535,5.0159903,5.4811077,6.791719,5.3277874,5.28926,3.8439143,5.388189,4.396969,5.00359,5.4341407,5.04354,4.4941163,5.254227,4.6663284,4.8494625,5.598932,4.9851856,5.385016,4.9018226,5.745736,4.8795342,5.174416,4.5146847,4.641356,5.374457,5.185943,5.2411838,5.3470464,4.5704947,4.6915655,4.6509647,5.220815,4.739374,5.2551103,5.2014556,4.8061476,6.1302485,4.8366303,5.009538,5.4271927,4.7977853,5.079067,4.9382873,5.1335735,4.91727,4.963013,5.0275517,4.7828274,5.203163,4.618992
Sample_ZFWNLW,Subject_TQDMSG,18,6.594269,13.289438,3.8407133,5.232331,6.2761545,5.854536,1.8616364,4.974991,5.110602,3.3269038,4.5049458,5.374404,3.9118257,4.8269014,5.4576025,4.969702,4.00314,4.43354,5.69817,4.959479,4.7420125,5.0395675,4.820522,4.919744,5.1891146,4.9709215,4.6763654,4.644591,5.1320496,4.6268573,4.901142,5.304489,5.05404,4.9913607,5.2477517,4.5793805,4.9984417,4.796337,4.761171,4.936496,5.0544553,5.238202,4.8869333,5.2032533,5.143218,5.261452,5.520815,4.9563885,4.88944,5.2256117,4.682321,5.4969354,5.01632,4.680547,5.050626,5.125181,4.792293,4.8487926,4.8956585,5.135262,4.6672516,5.1487417,4.662345,4.454846
Sample_JXPYGR,Subject_TQDMSG,7,7.1951036,3.2741928,7.52936,5.338326,6.469684,2.6106348,4.969718,5.555358,5.91173,4.329566,5.396956,5.5820856,4.505023,5.85377,4.7762837,6.0510187,4.0132856,5.977958,1.6195996,3.698925,4.815744,4.1858788,4.317274,5.575352,4.494515,6.501885,5.2910576,5.647993,4.9428134,4.8999615,4.6653905,5.1122317,4.395345,4.5782547,4.8874245,5.2889595,5.9307284,4.73451,4.777373,4.9719863,5.382129,5.7924256,5.1817827,5.1079836,4.9872065,4.1078973,5.155239,5.0203385,4.355771,5.433269,5.106876,4.1226354,5.095228,5.143257,5.462461,5.3355217,4.7876005,4.9064,4.8244367,5.2792974,5.589262,4.7224846,4.67575,4.8598413
Sample_JXPYGR,Subject_TQDMSG,22,6.1087427,11.138421,1.7466786,5.8551917,1.0111369,10.1806555,8.165167,5.123702,6.07445,5.568283,5.165232,5.0792947,5.2344174,4.8137918,5.61318,4.229012,4.0556045,3.294638,5.468263,7.234003,4.4915524,4.7475286,6.923166,4.9463053,4.7374873,5.4918537,4.95801,5.0026574,5.274189,4.521092,4.9442816,5.058583,4.8788033,5.1686473,5.628876,4.742427,5.062079,4.6601577,5.081121,4.598831,4.7573433,4.8306446,5.546986,4.3643317,5.4300313,5.0474105,5.0734887,5.072071,4.5271373,5.34417,4.886813,5.612628,5.261455,4.796198,4.642373,5.0345626,4.626493,4.2889395,5.322392,5.0348186,4.9984865,5.1556473,5.172489,5.7221193
Sample_JXPYGR,Subject_TQDMSG,8,-6.9988017,2.4040604,4.446052,5.411483,5.539247,5.0511084,4.5579042,4.7392454,4.502118,5.83949,5.7665277,5.102952,5.3073535,5.1435714,5.20994,4.839665,4.926584,5.5974097,5.66922,4.7507625,4.7716117,4.6131706,4.9179955,4.9384475,5.3164983,4.578419,5.280623,4.8985734,5.0826926,4.614787,4.8241315,5.3997293,4.8592997,4.847767,5.141678,4.715882,4.958023,4.843601,5.1273437,4.9317365,5.001682,5.308738,4.730383,4.561982,4.9684577,4.682465,5.0391426,4.99083,5.0059814,5.088624,4.6337786,4.879763,5.0183144,4.564455,5.2081695,4.4793277,4.733212,5.022671,4.902042,5.242499,4.8495126,4.6874547,4.83995,4.8585763
Sample_JXPYGR,Subject_TQDMSG,9,5.838113,11.640039,4.5240884,4.9271665,3.7884488,-3.2282352,6.3438034,5.0439568,5.0091596,5.4265146,5.4278755,4.778563,4.9839597,4.8213954,5.750903,5.6137404,4.655599,4.5248566,5.6896386,5.2511487,4.9700994,4.962225,5.198168,5.1190486,5.0253515,5.785963,5.26358,5.9237227,5.050486,4.7996106,5.3155766,4.933966,4.984857,4.923374,5.2167273,4.789746,5.161083,5.0560794,4.4733076,5.046383,5.298735,3.6346958,5.1702967,5.174588,4.829626,4.578652,4.2711806,5.2754073,4.799174,5.19812,4.4017963,4.829064,4.905939,4.8278613,4.6028013,4.9325695,5.2111516,4.9646444,4.765932,4.9280934,4.7393146,5.03121,4.835317,4.873887
Sample_EQKKMY,Subject_TQDMSG,7,7.29648,3.3924277,7.447714,5.4560905,6.648287,2.608795,5.0649056,5.440464,5.9760737,3.9563615,5.502149,5.471113,4.4079466,5.839904,4.709104,6.0743537,4.0859957,5.9982266,1.3551311,3.7737954,4.7518687,4.3649507,4.434705,5.640234,4.4780035,6.268818,5.3006744,5.7584114,4.8375506,4.8039494,4.642682,5.130839,4.472857,4.414723,5.0194883,5.15842,5.9691353,4.7178097,4.802509,5.0483756,5.3353333,5.787501,5.06453,5.0910363,4.9551325,4.1466827,5.0852847,4.9757786,4.316895,5.4520445,5.120181,4.064009,4.9685893,5.192392,5.4486322,5.3856254,4.6482344,4.923526,4.7479777,5.431423,5.582103,4.6418653,4.7145514,4.9081497
Sample_EQKKMY,Subject_TQDMSG,12,6.3441195,13.895137,2.9967175,5.2390513,10.479093,4.812252,7.559197,5.6042943,5.5566745,5.770592,3.6095588,5.2479415,4.043283,4.1505456,4.2463827,4.6414375,3.989045,5.2799215,5.427848,4.7223835,4.4892864,5.0545154,4.9613843,5.3665457,4.902475,4.4982767,4.8428726,4.9921923,4.683171,4.4836435,4.6828766,4.983417,4.8650293,5.132891,4.567406,4.740412,4.7780805,5.3551,4.843933,5.4300084,4.8091516,5.277008,4.73828,5.8563027,5.09243,5.1327386,5.3119392,4.406015,5.3631196,5.1960063,5.0106797,4.7714148,4.9694047,4.601524,5.132127,5.307272,5.1332397,4.9619174,5.059736,4.8235354,4.3939962,5.0846305,4.7018423,4.6229033
Sample_EQKKMY,Subject_TQDMSG,13,6.12722,13.82723,3.245684,5.252908,10.732351,5.049177,8.401367,5.704196,5.5055366,6.6274786,4.092905,5.2448215,5.557158,4.9773073,4.462955,5.023937,4.071556,5.3701177,5.4233413,4.816222,4.7816763,5.1092663,4.8915243,5.2183995,5.2234807,4.5221667,4.775752,5.2746806,5.1125054,4.818673,4.889743,4.891201,4.81039,4.892577,4.3636303,4.5430117,4.3561835,5.572245,4.774514,5.1281686,4.8753214,5.4176083,4.7778606,5.564921,5.350656,5.362232,5.149553,4.5420055,5.100151,5.230475,4.744038,4.5868196,5.134,4.8156633,4.913036,4.994946,5.006964,5.280197,5.072813,4.905208,4.6870284,5.0179014,5.0996857,4.475966
Sample_EQKKMY,Subject_TQDMSG,6,11.6256895,3.3650668,4.026443,4.7668195,4.490883,5.849321,5.2042375,4.127305,5.1991367,5.24216,5.02189,6.7562056,5.7370243,6.2294836,4.3703275,3.7332995,5.121295,4.2279215,5.8444824,5.0198913,5.1009045,5.3330426,4.645762,4.789304,3.4033418,4.3715987,4.928096,4.4699383,4.8881254,5.535977,5.969615,4.1906166,5.7004547,5.1049604,4.1406674,4.371697,5.0928087,6.689965,5.2107897,5.168732,4.6852617,3.4335177,4.4200883,4.9773116,3.752513,4.9677935,5.520794,4.606573,6.4258003,3.4686606,4.3237705,5.2784333,5.530244,3.9960728,5.084549,5.8612695,5.2404785,4.5487127,4.2041826,4.4570656,4.7644925,6.15569,4.460832,6.231369
Sample_ZFAPGJ,Subject_TQDMSG,19,6.431069,13.006054,5.9521165,5.177026,4.373171,6.216856,2.7484097,4.687838,3.7886083,3.8590765,4.666746,5.320713,4.825624,5.055484,5.21221,4.478104,4.069125,4.772955,5.556475,5.6451716,4.89224,5.1893954,4.7069902,4.966303,5.1969624,5.099528,4.855448,5.1543374,5.1118975,4.711761,4.9761095,4.9972234,4.8690133,5.0292006,5.205039,4.861828,5.0006332,4.6895695,4.6882806,4.8835163,4.979065,4.985467,5.1140857,5.0048404,5.3357944,5.2062993,5.0489845,5.108488,5.257588,5.249158,4.942008,5.633277,5.285479,4.8832226,4.718611,5.080275,4.9687095,4.821714,5.0909414,5.0841255,4.832608,5.0099874,4.969481,4.875687
Sample_ZFAPGJ,Subject_TQDMSG,17,6.6170597,13.484383,4.326302,5.2054152,6.4797215,5.7164097,2.5308933,4.917686,4.6967354,3.3387394,4.262774,5.351187,3.998623,4.816795,5.353851,4.76078,4.004584,4.6182523,5.72819,5.0258293,4.8076687,5.126173,4.675295,4.9032207,5.21327,4.9947624,4.7870836,4.7751064,5.043718,4.7066083,4.8957753,5.1724896,5.0634294,5.0178576,5.1418157,4.648481,4.934173,4.925888,4.6870933,5.0039835,4.994305,5.1611385,4.973967,5.3574324,5.151396,5.2160497,5.361774,4.9730096,5.06167,5.188405,4.7736716,5.4769173,5.065624,4.7675495,5.023342,5.094475,4.8975625,4.9907236,4.976717,5.0801363,4.720377,5.1010394,4.812239,4.5182843
Sample_ZFAPGJ,Subject_TQDMSG,15,-1.3339753,12.016602,5.5610023,8.590157,4.711198,4.478994,5.530596,2.883419,5.551801,4.8409505,4.99103,3.8911662,5.5023937,5.1045036,4.752807,5.2174115,8.908031,5.492201,5.4552774,3.9122272,5.308386,4.443518,5.1036925,5.0480866,4.92561,4.30158,5.501973,4.7819304,4.839765,5.1515365,5.00751,5.3161907,4.872526,5.8752427,4.995179,4.793705,4.3577547,4.7861586,5.361501,4.880735,5.097236,5.046649,4.6473584,4.7214723,4.3800945,4.7763457,5.023571,5.0203605,4.973626,4.308756,6.1366935,4.6923294,4.982318,5.560597,4.9571605,4.742163,5.053408,4.8753195,5.0183806,5.1483955,5.278139,4.8161063,5.150302,4.9920177
Sample_ZFAPGJ,Subject_TQDMSG,3,4.0118823,3.980831,4.578274,11.42791,4.110764,4.921086,3.6699579,3.8761654,5.8750315,6.2684774,3.8509367,5.187273,6.904361,5.116932,5.435601,3.7459922,4.71186,4.636305,5.769935,3.8688757,6.561635,5.0921917,4.5345273,4.624506,4.9971237,4.611918,5.786826,3.8897657,4.083719,7.3866334,5.199356,5.600393,5.901306,5.360039,5.0600524,7.1638923,6.9993978,4.0113683,2.7633774,6.3886647,5.834582,4.073295,4.5967145,5.5568247,5.1577697,5.457819,2.438739,4.304788,6.5689845,5.899144,4.6210756,3.5572827,4.005727,4.827231,4.9023986,7.0967193,4.0973506,6.127861,4.669443,5.3254313,5.101467,3.8566175,5.3594804,4.3577123
Sample_IMBVSC,Subject_TQDMSG,23,6.6855445,11.077427,2.0904229,5.419025,1.4332749,9.397476,3.9636123,4.8490853,5.239911,7.3996863,4.940284,5.263207,4.239542,5.37278,4.692229,5.193754,4.3489375,3.9439864,5.2596135,5.8890524,5.00489,4.9356956,5.997437,4.8015027,4.9116697,5.194395,4.8930216,5.053634,5.3103046,4.677993,5.431387,5.0574474,4.900745,5.031161,5.562292,5.0010858,5.030064,4.794015,4.968762,4.688153,4.7846417,4.7753487,5.1974187,4.5490437,5.382675,5.1249204,4.5092244,4.8995004,5.064041,5.2895966,4.941376,5.265085,5.37353,4.663575,4.808781,5.034788,5.02623,4.6848984,5.4967837,5.098609,4.520787,4.9824553,5.0565934,5.563234
Sample_IMBVSC,Subject_TQDMSG,8,-6.4041758,2.4178197,4.6122546,5.4029365,5.3783545,5.2072434,4.6926594,4.6686697,4.660066,5.717927,5.867894,5.1000743,5.326969,5.325923,5.0875673,4.91922,4.840548,5.589957,5.792017,4.8002453,4.9406466,4.719215,4.940281,4.970439,5.4425435,4.686796,5.2771792,4.852238,5.093251,4.7640743,4.8110003,5.2522073,4.8485727,4.8791523,5.1361446,4.7847605,5.0265183,5.007223,5.259577,4.821341,5.010962,5.18156,4.62679,4.528634,5.075863,4.716851,4.9175625,5.0013714,5.041709,5.1447024,4.696292,4.7933307,5.0790615,4.5679727,5.0753875,4.627722,4.7913256,5.119801,5.021582,5.109608,4.903259,4.564825,4.90799,4.900569
Sample_IMBVSC,Subject_TQDMSG,22,6.2323294,11.224274,1.8603859,5.755787,1.200866,9.754741,6.4505296,5.1584764,5.783994,6.259959,5.1226506,5.0815983,5.007281,4.9302287,5.4256787,4.466447,4.1054163,3.4415855,5.4868,7.0129566,4.5668592,4.8104296,6.7054715,4.8801355,4.7732263,5.437195,4.997921,5.0151477,5.23202,4.518624,4.976549,5.026159,4.8956904,5.14518,5.6366115,4.818587,5.0768757,4.6615953,5.0518265,4.559696,4.735372,4.879039,5.49384,4.4159408,5.4128556,5.055477,4.9844975,4.9878325,4.608644,5.376096,4.84654,5.569727,5.276441,4.8183794,4.639901,4.9996204,4.6667895,4.477406,5.2801795,5.049969,4.8805933,5.1047163,5.171026,5.6431847
Sample_IEWQTV,Subject_UDAXIH,8,-6.4200206,1.9872022,4.58107,5.140678,5.0955153,5.2612267,4.6424546,4.845938,4.7447386,5.7111955,5.835884,4.9861693,5.0769444,4.9996324,4.89218,4.8652787,4.954512,5.332536,5.5203376,4.740771,4.99412,4.978834,4.9471316,5.010912,5.319047,4.780887,5.199945,4.839686,5.0933013,4.8618507,4.746538,5.1828184,4.650324,4.589109,5.149216,4.742784,5.082764,4.6582556,5.164006,4.8711305,4.9215727,5.1035347,4.640754,4.850046,4.997297,5.037337,5.0766673,4.995677,5.2252135,5.0737605,4.915521,4.791669,4.9723988,4.645016,5.053078,4.764613,4.8115425,5.1531835,5.0414386,4.972802,4.939092,4.630969,5.0622587,4.854474
Sample_KOTBLA,Subject_UDAXIH,13,6.120456,13.899992,3.1549277,5.2410073,10.744387,5.0558844,8.21438,5.694575,5.586245,6.3186517,3.8611767,5.197091,5.0824857,4.575372,4.4376097,4.898462,4.0615573,5.367509,5.4718747,4.8096657,4.674266,5.131857,4.965528,5.3187804,5.1043963,4.5282145,4.802619,5.144963,5.025876,4.7191854,4.8599916,4.895999,4.8276205,5.0181727,4.4541583,4.5808506,4.4689198,5.538791,4.816592,5.276912,4.798956,5.346431,4.7601857,5.66075,5.277609,5.265546,5.233668,4.457457,5.1371493,5.2168183,4.8740153,4.5954876,5.0800176,4.7443285,4.9601455,5.078778,5.0801277,5.1607184,5.03295,4.829079,4.60304,5.079637,5.00625,4.562417
Sample_KDLIQA,Subject_UDAXIH,13,5.7649794,14.082273,3.2811954,5.2658114,11.137609,5.290768,8.642438,5.8699245,5.8066893,6.5458617,3.707518,4.964904,6.245326,4.68392,4.69478,5.018539,4.163534,5.5050116,5.5894785,4.9100456,4.7642317,5.290679,5.0624294,5.4415045,5.192086,4.6676607,4.7322736,5.063547,5.323556,4.8404584,5.0956964,4.840517,4.8064904,5.086458,4.427436,4.3866453,4.2181406,5.7842665,4.831517,5.33788,4.655491,5.3253736,4.8064547,5.5432277,5.4355273,5.322257,5.3038874,4.364732,4.8675256,5.208108,4.9249134,4.314468,5.1688585,4.7928886,4.770216,4.8700204,5.12711,5.2254925,4.9055,4.664302,4.7877226,5.1933665,5.2633624,4.578564
Sample_KDLIQA,Subject_UDAXIH,6,11.862134,3.274881,3.8963525,4.459914,4.473799,5.6295724,5.354883,4.4274273,5.3674874,5.0530977,5.1697774,7.145711,5.356309,6.216208,4.17138,4.2304816,5.704375,3.8282385,5.271502,5.531809,4.91479,4.7207913,4.238816,4.4474926,3.7803626,4.013996,5.4887104,3.904217,4.42321,4.8941307,5.5235248,4.1403146,5.3118663,4.5189815,3.8058128,4.588067,4.9695888,6.7267246,4.627888,4.7383795,5.236991,3.8498852,4.8855214,4.328291,4.317336,5.481066,5.885159,5.053094,6.3572493,3.704591,4.1172323,5.008108,5.305653,3.9346547,4.253089,5.3789353,5.738784,4.816568,5.06431,4.636448,5.088595,5.701253,5.0509825,6.051409
Sample_DQXTDJ,Subject_UDAXIH,3,4.0099435,3.9845443,4.5821805,11.425249,4.1168246,4.9141498,3.673016,3.8688383,5.871927,6.2610564,3.8607275,5.1812353,6.90002,5.12692,5.441462,3.756312,4.706291,4.640693,5.765531,3.8756526,6.551266,5.0872893,4.542339,4.6299696,5.0009108,4.601749,5.7890096,3.8846855,4.0757594,7.3826914,5.209735,5.5922675,5.893239,5.3642836,5.0619383,7.1573763,6.99856,4.001025,2.767862,6.381441,5.830154,4.067876,4.600396,5.552142,5.160995,5.4611287,2.436691,4.3131266,6.565385,5.888867,4.6291876,3.549182,4.003912,4.8305745,4.899195,7.0935,4.105864,6.12537,4.6607704,5.329504,5.098345,3.8629382,5.356018,4.3561764
Sample_ASZBEE,Subject_UDAXIH,15,-1.3212669,11.956617,5.482797,8.402968,4.772233,4.5460787,5.590237,3.120108,5.5965104,4.740656,5.0665026,3.774387,5.495027,5.1251554,4.7336097,5.282355,8.766492,5.470354,5.393687,3.8788033,5.360613,4.540804,5.1045094,5.029241,4.8784957,4.2654967,5.429635,4.817591,4.854023,5.264742,5.0364795,5.3332934,4.885742,5.8923554,4.976782,4.7773695,4.369168,4.865395,5.3764772,4.8432293,5.0307403,5.028381,4.666401,4.797974,4.35368,4.7785835,5.016591,4.996848,4.9913983,4.30256,6.130821,4.6482897,4.967019,5.566316,4.9940715,4.7021384,5.08408,4.846917,5.051718,5.1734366,5.1929975,4.836708,5.1280785,5.0204086
Sample_CJCGQD,Subject_UDAXIH,10,5.886825,11.482172,4.0687795,4.4675274,3.1407309,0.14617138,4.8218403,4.8657193,4.8212824,5.3789806,5.3077383,5.4367943,7.3212814,1.7293674,3.9589546,6.6380506,4.4999547,5.733163,5.2846203,5.8711457,4.5020943,5.162927,5.1785007,5.38535,5.2008915,5.3262796,4.6794233,5.917283,4.3125687,4.2733517,4.9512715,4.589919,5.01145,5.038593,5.124195,5.132887,5.275815,5.239839,4.916029,4.646839,5.366546,4.1476555,5.4102197,4.9287477,4.8752613,4.8753448,4.671015,5.238312,5.3072853,5.3835216,4.3784256,5.207313,5.0520587,4.44612,4.4388103,5.1000314,5.04073,4.7924075,4.855488,4.9128866,4.8460083,5.3643117,4.796029,5.034508
Sample_YRAXDG,Subject_UDAXIH,1,4.149951,1.8733768,12.164385,4.7633595,5.124337,3.0398703,7.5668964,6.6864123,4.129147,6.5393553,3.878333,4.539961,6.6326246,3.1483173,3.0656552,4.3558683,2.4102886,3.038532,4.29969,3.789173,6.2087016,4.117563,5.8421383,5.4974923,5.9777665,5.0993943,5.9621534,4.90586,5.2970476,3.1327329,5.1825504,4.539127,2.377021,4.057039,6.526925,3.855421,7.279564,6.205372,4.289884,6.6755614,5.807673,3.2830803,5.8365264,6.0330653,4.145991,6.2309666,4.440973,4.036238,4.316026,3.2690082,5.0819974,6.2930803,4.3718004,4.3457875,4.448018,4.669806,4.210922,5.9703183,5.4762263,2.8497488,5.027541,6.65337,2.9311264,3.2973523
Sample_QADXVO,Subject_UDAXIH,17,6.6164255,13.445224,4.238245,5.2119265,6.702838,5.7523527,2.6173394,4.926891,4.74173,3.3630168,4.319345,5.3592834,4.0051265,4.823741,5.3771224,4.7893796,4.0031543,4.5807977,5.730227,5.024252,4.793982,5.1011705,4.7330427,4.8973384,5.219157,4.9946027,4.7533994,4.741053,5.0710306,4.6876674,4.898299,5.2060347,5.067616,5.0100327,5.174224,4.6251087,4.9545665,4.8933854,4.7096114,4.976959,5.014288,5.1811934,4.953521,5.323505,5.147518,5.2330213,5.393775,4.974998,5.0220838,5.198628,4.741782,5.4697857,5.048784,4.744026,5.044044,5.098539,4.86521,4.961884,4.948218,5.0999074,4.7088366,5.118641,4.7778106,4.4998746
Sample_EQLMKU,Subject_UDAXIH,7,7.319882,3.4391305,7.3921313,5.501617,6.748384,2.6298082,5.042397,5.3636723,6.025764,3.7058642,5.530254,5.429724,4.3645105,5.7780266,4.6852436,6.0590777,4.120981,5.927604,1.5025433,3.823538,4.7535458,4.3466644,4.4556417,5.672334,4.4295425,6.2987137,5.3253465,5.792845,4.8089414,4.7754674,4.6241164,5.188312,4.5088353,4.3472238,5.0423403,5.136517,5.9868026,4.7109647,4.804987,5.0420585,5.3023424,5.836064,5.0322976,5.078182,4.967843,4.1854777,5.1153603,4.979878,4.3040895,5.464292,5.1244073,4.076197,4.9465027,5.210863,5.4705305,5.4403834,4.611696,4.9601235,4.8020363,5.463536,5.5927625,4.6086354,4.735966,4.882147
Sample_FTEYYU,Subject_UDAXIH,14,-1.7651478,11.556975,5.0654182,-0.6635979,4.549822,4.722299,5.1408577,2.9815462,5.5723853,4.848216,4.5681887,3.3834298,5.4475884,5.1320767,4.999488,5.640401,5.3947287,5.2760816,5.210165,4.076206,5.2549167,4.9135947,5.1240916,5.2346673,4.6999907,4.7746544,4.9358006,4.957732,5.052546,5.365828,4.9466977,5.3988156,5.493141,4.379542,5.212941,5.5117836,4.055406,4.987275,5.296972,5.0664477,5.356813,5.360453,5.1654105,4.7270837,4.90122,4.7112412,4.8800993,5.3440084,4.9817495,4.604303,5.1096115,4.8044763,5.019718,4.9944143,5.464557,4.932185,4.8025866,5.053775,5.0078187,5.079032,4.865035,4.479388,5.112633,4.882312
Sample_AFZISD,Subject_UDAXIH,7,7.279323,3.327044,7.5151525,5.407597,6.611362,2.6536872,5.0554914,5.4303484,5.9124155,4.5311384,5.4922967,5.5696363,4.408765,5.8846664,4.728197,6.0376663,4.0376725,6.0735197,1.1968012,3.6966255,4.640303,4.32238,4.3895745,5.6918797,4.5630884,6.12567,5.3220425,5.722395,4.8321214,4.8009467,4.6209016,5.0824275,4.5088844,4.546235,5.00463,5.1415043,5.9024525,4.695621,4.902638,5.0997524,5.411608,5.7336326,5.0879245,5.091025,4.9174566,4.1576223,5.045831,5.0267034,4.185141,5.468607,5.0027657,4.060899,4.963505,5.1642413,5.5422053,5.331938,4.6678824,4.921813,4.7735987,5.441485,5.555738,4.6071,4.7481055,4.973994
Sample_ZFRMQK,Subject_UDAXIH,1,4.144522,1.8694805,12.175164,4.749642,5.121804,3.0548968,7.574237,6.700901,4.1409845,6.533506,3.8936665,4.552317,6.644513,3.1601086,3.054878,4.3519306,2.4008539,3.0457416,4.3047733,3.7915595,6.1967463,4.107176,5.827969,5.494063,5.9739137,5.100118,5.977067,4.900246,5.3014126,3.1308768,5.183829,4.5512547,2.3790314,4.067214,6.513543,3.8514612,7.292665,6.2054534,4.2916737,6.66699,5.7910504,3.2800317,5.851394,6.0175724,4.137012,6.2287216,4.457173,4.028687,4.3020344,3.2568843,5.098918,6.302722,4.375416,4.3568435,4.455782,4.6594524,4.2162514,5.987152,5.489851,2.8563902,5.038526,6.645538,2.9324768,3.309377
Sample_NDIUSO,Subject_UDAXIH,22,6.141351,11.184121,1.7820283,5.7682705,1.0766155,9.915766,6.913395,5.1826205,5.9166546,6.0217786,5.1177206,5.0670295,5.1401978,4.8220277,5.514433,4.3296804,4.085505,3.3269737,5.4693785,7.1554914,4.493334,4.777731,6.8486295,4.9034963,4.7545047,5.490567,5.0119467,4.9893413,5.2277646,4.5401087,4.9430404,5.060391,4.8892817,5.196029,5.626094,4.77043,5.068099,4.646211,5.0602913,4.6048837,4.728654,4.882653,5.508951,4.3966136,5.4084845,5.0387454,5.031757,5.0069857,4.5778637,5.376206,4.869086,5.566056,5.2606616,4.8441544,4.634606,4.995953,4.633663,4.3922496,5.298953,5.053078,4.974274,5.1281633,5.156343,5.7113366
Sample_NDIUSO,Subject_UDAXIH,18,6.6206965,13.296773,3.783404,5.234822,6.28058,5.8310285,1.8191173,4.993928,5.1692495,3.3025315,4.47509,5.386491,3.866235,4.7983713,5.507847,5.0153527,4.003275,4.404248,5.712752,4.925576,4.7410703,5.0356135,4.831239,4.914526,5.182453,4.949762,4.6574545,4.6188016,5.1501355,4.6340566,4.891331,5.3203845,5.0712028,4.9918065,5.269227,4.5549192,4.987538,4.8060675,4.7647047,4.9450507,5.052005,5.2452793,4.8617,5.2071958,5.1260858,5.2430778,5.5521946,4.939556,4.858952,5.2233386,4.656355,5.5014744,5.0019994,4.678158,5.0430655,5.1266046,4.7884364,4.8468075,4.8817844,5.1484585,4.6519423,5.148478,4.632336,4.4253263
Sample_NMNENP,Subject_UDAXIH,15,-1.3548651,11.648888,5.1380863,7.1074805,5.103184,4.8151813,5.6649895,5.3058248,5.683991,4.2678814,5.218664,2.831133,5.232948,5.512311,4.7055426,5.543827,7.9809213,5.398356,5.1956506,3.897249,5.41852,4.962417,5.0977845,5.1879425,4.8553987,4.25206,5.133301,4.8142023,4.802817,5.9696784,5.1209373,5.243713,5.031444,5.921764,4.949753,4.838071,4.5655284,5.204737,5.268205,4.9746423,4.926135,5.091492,4.8364525,4.975815,4.50663,5.058559,4.831459,5.1456175,5.1129694,4.4023347,6.0028877,4.621726,4.91727,5.402394,5.161011,4.7643304,5.0629067,4.9659705,5.0292716,5.1185184,4.8089957,4.816154,5.1012053,5.1236887
